timestamp,carrier,distance_scheduled,departures_traffic,arrivals_traffic,wind_speed,wind_direction,taxi_out
2019-11-14 06:47:00,AS,2586,20,29,7,VAR,20
2019-11-14 03:04:00,DL,1089,20,29,7,VAR,19
2019-11-14 03:03:00,DL,1069,20,29,7,VAR,24
2019-11-14 06:30:00,AS,2475,20,29,7,VAR,20
2019-11-14 06:33:00,B6,2586,20,29,7,VAR,28
2019-11-14 02:15:00,DL,541,20,29,7,VAR,16
2019-11-14 01:47:00,9E,427,20,29,7,VAR,16
2019-11-14 02:31:00,DL,760,20,29,7,VAR,17
2019-11-14 02:48:00,DL,1005,20,29,7,VAR,21
2019-11-14 01:33:00,OO,301,20,29,7,VAR,23
2019-11-14 03:43:00,DL,1598,20,29,7,VAR,17
2019-11-14 06:18:00,DL,2475,20,29,7,VAR,20
2019-11-14 01:20:00,YX,213,20,29,7,VAR,17
2019-11-14 01:17:00,B6,264,20,29,9,SSW,13
2019-11-14 06:13:00,B6,2475,20,29,9,SSW,16
2019-11-14 01:12:00,B6,266,28,21,9,SSW,10
2019-11-14 01:24:00,YX,187,28,21,9,SSW,19
2019-11-14 01:20:00,9E,266,28,21,9,SSW,16
2019-11-14 06:20:00,AA,2475,28,21,9,SSW,17
2019-11-14 02:47:00,9E,740,28,21,7,SSW,16
2019-11-14 06:30:00,AS,2475,41,26,7,SSW,24
2019-11-14 01:53:00,9E,427,41,26,7,SSW,16
2019-11-14 04:10:00,B6,1417,41,26,7,SSW,15
2019-11-14 02:03:00,DL,509,41,26,7,SSW,25
2019-11-14 01:23:00,9E,213,41,26,7,SSW,15
2019-11-14 03:01:00,B6,1028,41,26,7,SSW,18
2019-11-14 01:30:00,OO,301,41,26,7,SSW,27
2019-11-14 04:12:00,9E,1391,41,26,7,SSW,23
2019-11-14 04:17:00,DL,1521,41,26,7,SSW,18
2019-11-14 01:22:00,9E,228,41,26,7,SSW,21
2019-11-14 02:14:00,DL,636,41,26,7,SSW,19
2019-11-14 01:56:00,9E,425,41,26,7,SSW,19
2019-11-14 02:09:00,AA,541,41,26,7,SSW,18
2019-11-14 05:45:00,AA,2153,41,26,7,SSW,19
2019-11-14 03:12:00,AA,1089,41,26,7,SSW,18
2019-11-14 06:14:00,DL,2475,41,26,7,SSW,22
2019-11-14 01:15:00,9E,184,41,26,7,SSW,19
2019-11-14 02:30:00,DL,760,41,26,7,SSW,28
2019-11-14 02:42:00,MQ,765,41,26,7,SSW,20
2019-11-14 03:07:00,B6,1069,41,26,7,SSW,18
2019-11-14 04:35:00,DL,1626,35,31,8,SSW,20
2019-11-14 03:49:00,B6,1598,35,31,8,SSW,18
2019-11-14 02:59:00,B6,1005,35,31,8,SSW,17
2019-11-14 02:11:00,B6,636,35,31,8,SSW,20
2019-11-14 06:18:00,AA,2475,35,31,8,SSW,14
2019-11-14 06:15:00,B6,2475,35,31,8,SSW,14
2019-11-14 02:31:00,B6,828,35,31,8,SSW,13
2019-11-14 02:04:00,9E,425,35,31,8,SSW,23
2019-11-14 02:21:00,B6,718,35,31,8,SSW,14
2019-11-14 02:36:00,B6,760,35,31,8,SSW,15
2019-11-14 01:43:00,MQ,340,35,31,8,SSW,15
2019-11-14 01:24:00,B6,301,35,31,8,SSW,21
2019-11-14 02:43:00,DL,828,35,31,8,SSW,33
2019-11-14 02:26:00,9E,718,35,31,8,SSW,31
2019-11-14 04:12:00,AA,1391,35,31,8,SSW,22
2019-11-14 01:34:00,9E,290,35,31,8,SSW,27
2019-11-14 03:31:00,B6,1182,35,31,8,SSW,22
2019-11-14 02:02:00,YX,483,35,31,8,SSW,28
2019-11-14 02:21:00,DL,541,35,31,8,SSW,26
2019-11-14 02:39:00,DL,760,35,31,10,SW,30
2019-11-14 03:11:00,B6,1069,35,31,10,SW,28
2019-11-14 04:10:00,DL,1417,35,31,10,SW,27
2019-11-14 03:00:00,B6,1028,35,31,10,SW,22
2019-11-14 05:53:00,DL,2248,37,30,10,SW,25
2019-11-14 01:39:00,9E,288,37,30,10,SW,24
2019-11-14 01:23:00,DL,187,37,30,10,SW,24
2019-11-14 01:30:00,9E,266,37,30,10,SW,27
2019-11-14 01:30:00,MQ,290,37,30,10,SW,15
2019-11-14 01:59:00,YX,483,37,30,10,SW,22
2019-11-14 03:00:00,DL,944,37,30,10,SW,14
2019-11-14 06:23:00,DL,2475,37,30,10,SW,14
2019-11-14 03:17:00,AA,1089,37,30,10,SW,18
2019-11-14 02:50:00,OO,765,37,30,10,SW,9
2019-11-14 03:53:00,B6,1598,37,30,10,SW,13
2019-11-14 02:29:00,9E,665,37,30,10,SW,13
2019-11-14 03:10:00,DL,1089,37,30,10,SW,30
2019-11-14 01:53:00,OO,340,37,30,10,SW,26
2019-11-14 03:03:00,DL,1005,37,30,10,SW,13
2019-11-14 06:48:00,DL,2586,37,30,12,SW,16
2019-11-14 02:53:00,B6,740,37,30,12,SW,19
2019-11-14 06:21:00,B6,2475,37,30,12,SW,32
2019-11-14 01:18:00,MQ,184,37,30,12,SW,15
2019-11-14 02:33:00,MQ,665,37,30,12,SW,22
2019-11-14 06:03:00,AA,2248,37,30,12,SW,18
2019-11-14 05:25:00,DL,1990,37,30,12,SW,35
2019-11-14 06:32:00,DL,2422,37,30,12,SW,31
2019-11-14 03:28:00,DL,1182,37,30,12,SW,13
2019-11-14 01:31:00,9E,264,37,30,12,SW,29
2019-11-14 01:15:00,B6,187,36,32,12,SW,30
2019-11-14 06:44:00,B6,2586,36,32,12,SW,20
2019-11-14 02:12:00,AA,541,36,32,12,SW,17
2019-11-14 01:56:00,MQ,427,36,32,12,SW,20
2019-11-14 03:13:00,DL,1069,36,32,12,SW,26
2019-11-14 02:56:00,B6,944,36,32,12,SW,16
2019-11-14 01:41:00,9E,213,36,32,12,SW,17
2019-11-14 06:05:00,B6,2446,36,32,12,SW,13
2019-11-14 06:50:00,AS,2586,36,32,12,SW,16
2019-11-14 01:44:00,9E,301,36,32,12,SW,19
2019-11-14 06:17:00,B6,2465,36,32,12,SW,14
2019-11-14 05:46:00,AA,2153,36,32,12,SW,15
2019-11-14 01:25:00,9E,273,36,32,12,SW,13
2019-11-14 02:21:00,MQ,589,36,32,12,SW,17
2019-11-14 06:47:00,AA,2586,36,32,12,SW,41
2019-11-14 01:11:00,B6,187,36,32,12,SW,23
2019-11-14 06:22:00,DL,2475,36,32,13,SSW,25
2019-11-14 01:30:00,9E,209,36,32,13,SSW,20
2019-11-14 02:36:00,DL,760,36,32,13,SSW,17
2019-11-14 06:40:00,AS,2475,36,32,13,SSW,12
2019-11-14 01:29:00,9E,187,36,32,13,SSW,28
2019-11-14 03:03:00,B6,1005,36,32,13,SSW,13
2019-11-14 03:12:00,B6,1074,36,32,13,SSW,17
2019-11-14 03:15:00,DL,1029,36,32,13,SSW,22
2019-11-14 02:14:00,AA,541,28,33,13,SSW,22
2019-11-14 01:45:00,B6,427,28,33,13,SSW,18
2019-11-14 06:24:00,AA,2475,28,33,13,SSW,22
2019-11-14 06:11:00,DL,2446,28,33,13,SSW,25
2019-11-14 03:03:00,OO,740,28,33,13,SSW,15
2019-11-14 06:44:00,DL,2586,28,33,13,SSW,26
2019-11-14 01:21:00,9E,184,28,33,13,SSW,13
2019-11-14 06:14:00,B6,2475,28,33,13,SSW,16
2019-11-14 06:12:00,B6,2465,28,33,13,SSW,18
2019-11-14 06:19:00,B6,2521,28,33,13,SSW,23
2019-11-14 01:27:00,9E,228,28,33,13,SSW,11
2019-11-14 01:56:00,9E,427,28,33,13,SSW,19
2019-11-14 06:00:00,DL,2248,28,33,13,SSW,28
2019-11-14 06:34:00,DL,2454,28,33,13,SSW,31
2019-11-14 02:56:00,B6,944,28,33,13,SSW,17
2019-11-14 06:22:00,B6,2422,28,33,13,SSW,21
2019-11-14 06:32:00,B6,2569,33,41,10,SW,27
2019-11-14 02:17:00,9E,509,33,41,10,SW,34
2019-11-14 06:10:00,B6,2429,33,41,10,SW,14
2019-11-14 06:20:00,DL,2475,33,41,10,SW,35
2019-11-14 02:37:00,OO,765,33,41,10,SW,13
2019-11-14 02:27:00,9E,665,33,41,10,SW,11
2019-11-14 05:44:00,DL,2153,33,41,10,SW,26
2019-11-14 04:16:00,DL,1391,33,41,10,SW,12
2019-11-14 04:22:00,DL,1587,33,41,10,SW,18
2019-11-14 06:30:00,AA,2475,33,41,10,SW,22
2019-11-14 06:31:00,DL,2422,33,41,10,SW,22
2019-11-14 04:35:00,AA,1587,33,41,10,SW,16
2019-11-14 06:31:00,AS,2422,33,41,10,SW,22
2019-11-14 04:16:00,DL,1521,33,41,10,SW,11
2019-11-14 01:30:00,B6,301,33,41,10,SW,17
2019-11-14 03:08:00,B6,1069,33,41,10,SW,24
2019-11-14 06:32:00,B6,2576,33,41,10,SW,22
2019-11-14 01:16:00,B6,209,33,41,10,SW,16
2019-11-14 02:37:00,DL,760,28,40,10,SW,10
2019-11-14 02:20:00,9E,589,28,40,10,SW,16
2019-11-14 03:54:00,DL,1598,28,40,10,SW,19
2019-11-14 06:52:00,DL,2586,28,40,10,SW,15
2019-11-14 01:34:00,MQ,290,28,40,10,SW,16
2019-11-14 03:14:00,DL,1089,28,40,10,SW,14
2019-11-14 06:27:00,DL,2475,28,40,14,SW,19
2019-11-14 02:13:00,DL,509,28,40,14,SW,16
2019-11-14 01:29:00,DL,187,28,40,14,SW,16
2019-11-14 03:29:00,DL,1182,28,40,14,SW,11
2019-11-14 05:29:00,DL,1990,28,40,14,SW,27
2019-11-14 02:59:00,DL,1005,28,40,14,SW,12
2019-11-14 02:57:00,DL,944,28,40,14,SW,19
2019-11-14 02:05:00,9E,425,28,40,14,SW,24
2019-11-14 03:16:00,DL,1029,28,40,14,SW,14
2019-11-14 06:09:00,B6,2411,28,40,14,SW,16
2019-11-14 05:53:00,B6,2248,28,40,14,SW,13
2019-11-14 02:32:00,DL,541,28,40,14,SW,18
2019-11-14 05:37:00,B6,2153,28,40,14,SW,25
2019-11-14 04:49:00,DL,1626,28,40,14,SW,21
2019-11-14 05:27:00,B6,1990,28,40,14,SW,20
2019-11-14 03:17:00,DL,1069,28,40,14,SW,19
2019-11-14 06:27:00,B6,2475,28,40,14,SW,17
2019-11-14 05:07:00,B6,1826,28,40,14,SW,11
2019-11-14 02:45:00,MQ,765,28,40,14,SW,19
2019-11-14 02:51:00,9E,828,28,40,14,SW,11
2019-11-14 06:34:00,AA,2475,28,40,14,SW,14
2019-11-14 03:18:00,B6,1069,28,40,14,SW,21
2019-11-14 06:40:00,AS,2475,42,31,14,SW,22
2019-11-14 04:35:00,B6,1626,42,31,14,SW,13
2019-11-14 01:57:00,9E,288,42,31,14,SW,21
2019-11-14 02:08:00,YX,483,42,31,14,SW,11
2019-11-14 03:00:00,OO,740,42,31,14,SW,19
2019-11-14 02:26:00,9E,636,42,31,14,SW,24
2019-11-14 06:49:00,B6,2586,42,31,14,SW,25
2019-11-14 06:04:00,DL,2248,42,31,14,SW,14
2019-11-14 01:29:00,DL,213,42,31,14,SW,10
2019-11-14 02:04:00,9E,427,42,31,14,WSW,15
2019-11-14 03:03:00,B6,1028,42,31,14,WSW,19
2019-11-14 01:56:00,9E,340,35,33,14,WSW,32
2019-11-14 06:21:00,B6,2454,35,33,14,WSW,18
2019-11-14 06:45:00,AA,2586,35,33,14,WSW,35
2019-11-14 02:36:00,DL,760,35,33,14,WSW,12
2019-11-14 02:37:00,B6,828,35,33,14,WSW,23
2019-11-14 01:54:00,MQ,427,35,33,14,WSW,25
2019-11-14 05:48:00,AA,2153,35,33,14,WSW,13
2019-11-14 06:23:00,DL,2446,35,33,14,WSW,24
2019-11-14 06:02:00,B6,2378,35,33,14,WSW,20
2019-11-14 01:27:00,9E,228,35,33,14,WSW,12
2019-11-14 06:16:00,B6,2475,35,33,14,WSW,18
2019-11-14 06:21:00,DL,2475,35,33,14,WSW,19
2019-11-14 05:47:00,B6,2248,35,33,14,WSW,14
2019-11-14 01:30:00,9E,187,35,33,14,WSW,18
2019-11-14 06:46:00,DL,2586,35,33,14,WSW,32
2019-11-14 02:59:00,B6,1005,35,33,14,WSW,16
2019-11-14 06:24:00,AA,2475,35,33,14,WSW,17
2019-11-14 04:24:00,AA,1521,35,33,14,WSW,15
2019-11-14 01:23:00,9E,266,35,33,14,WSW,20
2019-11-14 01:37:00,9E,290,35,33,14,WSW,10
2019-11-14 04:12:00,B6,1521,35,33,14,WSW,20
2019-11-14 03:11:00,B6,1074,35,33,14,WSW,14
2019-11-14 01:34:00,9E,264,35,33,14,WSW,28
2019-11-14 06:30:00,B6,2586,35,33,14,WSW,18
2019-11-14 03:59:00,B6,1617,35,33,15,WSW,13
2019-11-14 01:23:00,9E,209,35,33,15,WSW,18
2019-11-14 01:41:00,OO,301,31,24,15,WSW,18
2019-11-14 02:48:00,B6,944,31,24,15,WSW,18
2019-11-14 01:23:00,9E,273,31,24,15,WSW,20
2019-11-14 06:14:00,B6,2475,31,24,15,WSW,17
2019-11-14 00:59:00,B6,150,31,24,15,WSW,26
2019-11-14 01:18:00,B6,264,31,24,13,W,25
2019-11-14 01:23:00,B6,301,31,24,13,W,22
2019-11-14 01:16:00,AA,187,31,24,13,W,37
2019-11-14 01:08:00,B6,187,18,19,13,W,35
2019-11-14 03:48:00,B6,1598,18,19,13,W,21
2019-11-14 01:14:00,B6,266,18,19,13,W,22
2019-11-14 03:43:00,B6,1576,12,10,14,N,18
2019-11-15 03:01:00,B6,1069,4,0,7,W,13
2019-11-15 02:04:00,B6,636,23,10,7,W,21
2019-11-15 03:42:00,B6,1598,23,10,7,W,17
2019-11-15 06:11:00,B6,2475,23,10,7,W,14
2019-11-15 02:48:00,B6,944,23,10,7,W,20
2019-11-15 06:08:00,B6,2465,23,10,7,WSW,20
2019-11-15 01:20:00,B6,301,23,10,7,WSW,17
2019-11-15 01:06:00,B6,187,23,10,7,WSW,13
2019-11-15 06:28:00,AA,2475,23,10,7,WSW,17
2019-11-15 02:50:00,AA,740,23,10,7,WSW,20
2019-11-14 01:22:00,9E,184,20,17,7,WSW,22
2019-11-15 02:20:00,DL,760,19,17,7,WSW,16
2019-11-15 05:43:00,B6,2248,19,17,7,WSW,15
2019-11-15 02:14:00,AA,541,19,17,7,WSW,16
2019-11-15 01:28:00,AA,213,19,17,7,WSW,17
2019-11-15 03:24:00,B6,1182,19,17,7,WSW,10
2019-11-15 03:14:00,AA,1089,19,17,7,WSW,13
2019-11-15 04:12:00,AA,1391,19,17,7,WSW,24
2019-11-15 06:28:00,B6,2586,19,17,7,WSW,13
2019-11-15 06:47:00,AS,2586,19,17,7,WSW,14
2019-11-15 03:14:00,DL,1029,19,17,8,SW,39
2019-11-15 06:15:00,DL,2475,19,17,8,SW,36
2019-11-15 01:13:00,B6,209,19,17,8,SW,15
2019-11-15 01:20:00,DL,187,19,17,8,SW,17
2019-11-15 06:41:00,AA,2586,19,17,8,SW,19
2019-11-15 06:25:00,AS,2454,19,17,8,SW,40
2019-11-15 02:34:00,B6,760,19,17,8,SW,18
2019-11-15 01:22:00,B6,264,19,17,8,SW,15
2019-11-15 05:28:00,DL,1990,19,17,8,SW,22
2019-11-15 06:19:00,B6,2475,19,17,8,SW,26
2019-11-15 06:37:00,DL,2586,19,17,8,SW,19
2019-11-15 02:54:00,OO,740,19,17,8,SW,21
2019-11-15 02:23:00,B6,718,19,17,8,SW,22
2019-11-15 01:13:00,B6,187,30,36,8,SW,20
2019-11-15 06:21:00,DL,2422,30,36,8,SW,25
2019-11-15 03:14:00,AA,1089,30,36,8,SW,19
2019-11-15 03:00:00,B6,1005,30,36,8,SW,20
2019-11-15 06:30:00,AS,2475,30,36,8,SW,36
2019-11-15 06:27:00,AS,2422,30,36,8,SW,29
2019-11-15 02:33:00,B6,828,30,36,8,SW,21
2019-11-15 03:13:00,B6,1074,30,36,8,SW,21
2019-11-15 01:46:00,9E,340,30,36,8,SW,26
2019-11-15 01:15:00,B6,266,30,36,8,SW,17
2019-11-15 02:43:00,B6,740,30,36,8,SW,13
2019-11-15 02:54:00,AA,740,30,36,8,SW,18
2019-11-15 01:32:00,9E,301,30,36,8,SW,14
2019-11-15 02:21:00,DL,541,30,36,8,WSW,16
2019-11-15 06:16:00,B6,2475,30,36,8,WSW,11
2019-11-15 03:12:00,DL,1089,30,36,8,WSW,26
2019-11-15 06:20:00,AA,2475,30,36,8,WSW,20
2019-11-15 01:35:00,9E,264,30,36,8,WSW,15
2019-11-15 01:26:00,MQ,290,30,36,8,WSW,17
2019-11-15 03:24:00,DL,1182,30,36,8,WSW,15
2019-11-15 02:56:00,B6,944,30,36,8,WSW,28
2019-11-15 01:24:00,B6,301,30,36,8,WSW,19
2019-11-15 02:56:00,DL,944,30,36,8,WSW,23
2019-11-15 05:36:00,DL,2153,30,36,8,WSW,30
2019-11-15 02:18:00,AA,541,30,36,8,WSW,18
2019-11-15 04:13:00,DL,1417,30,36,8,WSW,21
2019-11-15 01:50:00,9E,427,21,52,8,WSW,12
2019-11-15 04:39:00,DL,1626,21,52,8,WSW,18
2019-11-15 01:44:00,B6,427,21,52,8,WSW,21
2019-11-15 03:54:00,DL,1598,21,52,8,WSW,29
2019-11-15 06:17:00,DL,2446,21,52,8,WSW,14
2019-11-15 05:54:00,DL,2248,21,52,8,WSW,20
2019-11-15 06:35:00,DL,2454,21,52,8,WSW,25
2019-11-15 02:58:00,DL,1069,21,52,8,WSW,22
2019-11-15 02:02:00,9E,425,21,52,8,WSW,23
2019-11-15 03:16:00,AA,1089,21,52,8,WSW,16
2019-11-15 06:45:00,DL,2586,21,52,8,WSW,28
2019-11-15 06:39:00,DL,2569,21,52,8,WSW,26
2019-11-15 03:00:00,DL,1005,21,52,8,WSW,18
2019-11-15 04:14:00,B6,1521,21,52,8,WSW,20
2019-11-15 05:21:00,B6,1990,21,52,8,WSW,18
2019-11-15 06:25:00,DL,2475,21,52,8,WSW,23
2019-11-15 03:07:00,B6,1069,21,52,8,WSW,21
2019-11-15 02:43:00,DL,828,21,52,8,WSW,25
2019-11-15 04:25:00,9E,1391,21,52,8,WSW,16
2019-11-15 05:58:00,AA,2248,21,52,8,WSW,12
2019-11-15 01:27:00,9E,213,21,52,8,WSW,14
2019-11-15 06:19:00,B6,2475,21,52,8,WSW,16
2019-11-15 06:16:00,B6,2446,21,52,8,WSW,19
2019-11-15 01:21:00,9E,184,21,52,8,WSW,22
2019-11-15 02:20:00,DL,636,21,52,8,WSW,25
2019-11-15 02:35:00,DL,760,21,52,8,WSW,22
2019-11-15 06:22:00,B6,2422,21,52,8,WSW,18
2019-11-15 01:22:00,9E,228,21,52,8,WSW,20
2019-11-15 03:52:00,B6,1598,20,34,9,SW,11
2019-11-15 02:25:00,9E,718,20,34,9,SW,18
2019-11-15 01:20:00,9E,187,20,34,9,SW,11
2019-11-15 04:17:00,DL,1521,20,34,9,SW,13
2019-11-15 06:23:00,AA,2475,20,34,9,SW,16
2019-11-15 06:27:00,AS,2422,20,34,9,SW,16
2019-11-15 02:56:00,B6,944,20,34,9,SW,10
2019-11-15 01:17:00,9E,273,20,34,9,SW,8
2019-11-15 02:08:00,9E,509,20,34,9,SW,11
2019-11-15 06:47:00,AS,2586,20,34,9,SW,15
2019-11-15 06:40:00,DL,2586,20,34,9,SW,22
2019-11-15 01:55:00,YX,483,20,34,9,SW,20
2019-11-15 02:22:00,9E,665,20,34,9,SW,19
2019-11-15 01:28:00,9E,290,20,34,9,SW,15
2019-11-15 06:20:00,DL,2475,20,34,9,SW,19
2019-11-15 01:38:00,OO,288,20,34,13,W,16
2019-11-15 01:25:00,B6,301,20,34,13,W,14
2019-11-15 02:44:00,OO,765,20,34,13,W,17
2019-11-15 03:04:00,B6,1041,22,18,13,W,19
2019-11-15 11:15:00,HA,4983,22,18,13,W,17
2019-11-15 03:00:00,B6,1028,22,18,13,W,16
2019-11-15 06:16:00,B6,2475,22,18,13,W,15
2019-11-15 01:16:00,9E,187,22,18,13,W,14
2019-11-15 06:37:00,B6,2586,22,18,13,W,37
2019-11-15 01:56:00,MQ,425,22,18,13,W,16
2019-11-15 06:16:00,B6,2465,22,18,13,W,12
2019-11-15 05:46:00,AA,2153,22,18,12,SW,20
2019-11-15 03:08:00,B6,1069,22,18,12,SW,11
2019-11-15 05:44:00,DL,2248,22,18,12,SW,12
2019-11-15 01:20:00,9E,209,22,18,12,SW,28
2019-11-15 06:18:00,AA,2475,22,18,12,SW,17
2019-11-15 01:15:00,YX,213,21,29,12,SW,24
2019-11-15 03:07:00,DL,1029,21,29,12,SW,23
2019-11-15 05:19:00,DL,1990,21,29,12,SW,22
2019-11-15 03:13:00,AA,1089,21,29,12,SW,20
2019-11-15 06:24:00,DL,2422,21,29,12,SW,22
2019-11-15 01:10:00,B6,187,21,29,12,SW,14
2019-11-15 06:36:00,DL,2586,21,29,12,SW,20
2019-11-15 03:03:00,DL,1069,21,29,12,SW,16
2019-11-15 02:50:00,DL,944,21,29,12,SW,13
2019-11-15 02:55:00,B6,944,21,29,12,SW,14
2019-11-15 06:30:00,AS,2475,21,29,12,SW,16
2019-11-15 03:04:00,DL,1089,21,29,12,SW,16
2019-11-15 06:34:00,AA,2586,21,29,12,SW,25
2019-11-15 06:33:00,B6,2586,21,29,12,SW,30
2019-11-15 01:33:00,OO,301,21,29,12,SW,26
2019-11-15 02:47:00,9E,740,21,29,12,SW,17
2019-11-15 02:31:00,DL,760,21,29,12,SW,28
2019-11-15 02:48:00,DL,1005,21,29,12,SW,20
2019-11-15 06:18:00,DL,2475,21,29,12,SW,14
2019-11-15 01:20:00,YX,213,21,29,12,SW,28
2019-11-15 02:15:00,DL,541,21,29,12,SW,26
2019-11-15 06:13:00,B6,2475,21,29,12,SW,26
2019-11-15 03:43:00,DL,1598,21,29,12,SW,23
2019-11-15 06:47:00,AS,2586,21,29,12,SW,27
2019-11-15 03:01:00,B6,1028,21,29,12,SW,23
2019-11-15 01:17:00,B6,264,24,21,12,SW,17
2019-11-15 02:02:00,AA,541,24,21,12,SW,17
2019-11-15 01:24:00,YX,187,24,21,12,SW,18
2019-11-15 03:12:00,AA,1089,24,21,12,SW,17
2019-11-15 06:20:00,AA,2475,24,21,12,SW,17
2019-11-15 01:56:00,9E,425,24,21,12,SW,24
2019-11-15 01:20:00,9E,266,24,21,12,SW,21
2019-11-15 01:47:00,9E,427,24,21,12,SW,19
2019-11-15 01:12:00,B6,266,24,21,12,SW,11
2019-11-15 02:03:00,DL,509,24,21,10,WSW,15
2019-11-15 06:30:00,AS,2475,24,21,10,WSW,14
2019-11-15 02:47:00,9E,740,24,21,10,WSW,17
2019-11-15 04:10:00,B6,1417,42,26,10,WSW,10
2019-11-15 01:53:00,9E,427,42,26,10,WSW,15
2019-11-15 01:23:00,9E,213,42,26,10,WSW,15
2019-11-15 01:30:00,OO,301,42,26,10,WSW,19
2019-11-15 02:09:00,AA,541,42,26,10,WSW,14
2019-11-15 04:12:00,9E,1391,42,26,10,WSW,38
2019-11-15 01:22:00,9E,228,42,26,10,WSW,21
2019-11-15 02:14:00,DL,636,42,26,10,WSW,26
2019-11-15 05:45:00,AA,2153,42,26,10,WSW,23
2019-11-15 04:17:00,DL,1521,42,26,10,WSW,25
2019-11-15 01:09:00,B6,187,42,26,10,WSW,17
2019-11-15 03:07:00,B6,1069,42,26,10,WSW,13
2019-11-15 02:42:00,MQ,765,42,26,10,WSW,16
2019-11-15 01:15:00,9E,184,42,26,10,WSW,27
2019-11-15 03:49:00,B6,1598,36,30,10,WSW,18
2019-11-15 02:30:00,DL,760,36,30,10,WSW,12
2019-11-15 06:14:00,DL,2475,36,30,10,WSW,12
2019-11-15 02:59:00,B6,1005,36,30,10,WSW,14
2019-11-15 02:11:00,B6,636,36,30,10,WSW,17
2019-11-15 04:35:00,DL,1626,36,30,10,WSW,18
2019-11-15 06:18:00,AA,2475,36,30,10,WSW,19
2019-11-15 06:15:00,B6,2475,36,30,10,WSW,15
2019-11-15 02:31:00,B6,828,36,30,10,WSW,14
2019-11-15 01:43:00,MQ,340,36,30,10,WSW,16
2019-11-15 02:21:00,B6,718,36,30,10,WSW,14
2019-11-15 04:12:00,AA,1391,36,30,10,WSW,16
2019-11-15 01:24:00,B6,301,36,30,10,WSW,18
2019-11-15 01:34:00,9E,290,36,30,10,WSW,20
2019-11-15 02:26:00,9E,718,36,30,10,WSW,17
2019-11-15 02:36:00,B6,760,36,30,10,WSW,16
2019-11-15 01:30:00,9E,266,36,30,10,WSW,34
2019-11-15 02:43:00,DL,828,36,30,10,WSW,9
2019-11-15 02:02:00,YX,483,36,30,10,WSW,19
2019-11-15 02:21:00,DL,541,36,30,10,WSW,17
2019-11-15 01:53:00,OO,340,36,30,10,WSW,16
2019-11-15 05:53:00,DL,2248,36,30,10,WSW,22
2019-11-15 02:39:00,DL,760,36,30,10,WSW,19
2019-11-15 03:31:00,B6,1182,36,30,10,WSW,16
2019-11-15 01:39:00,9E,288,37,29,10,WSW,19
2019-11-15 04:10:00,DL,1417,37,29,10,WSW,22
2019-11-15 01:23:00,DL,187,37,29,10,WSW,16
2019-11-15 03:11:00,B6,1069,37,29,10,WSW,16
2019-11-15 02:33:00,MQ,665,37,29,10,WSW,15
2019-11-15 03:00:00,DL,944,37,29,10,WSW,17
2019-11-15 01:59:00,YX,483,37,29,10,WSW,15
2019-11-15 01:30:00,MQ,290,37,29,10,WSW,13
2019-11-15 01:41:00,9E,213,37,29,10,WSW,22
2019-11-15 03:53:00,B6,1598,37,29,10,WSW,14
2019-11-15 06:23:00,DL,2475,37,29,10,WSW,10
2019-11-15 02:04:00,9E,425,37,29,10,WSW,22
2019-11-15 01:15:00,B6,187,37,29,10,WSW,12
2019-11-15 02:29:00,9E,665,37,29,10,WSW,13
2019-11-15 03:10:00,DL,1089,37,29,10,WSW,19
2019-11-15 06:48:00,DL,2586,37,29,10,WSW,31
2019-11-15 06:32:00,DL,2422,37,29,10,WSW,18
2019-11-15 02:50:00,OO,765,37,29,10,WSW,12
2019-11-15 06:03:00,AA,2248,37,29,10,WSW,15
2019-11-15 03:28:00,DL,1182,37,29,10,WSW,14
2019-11-15 03:13:00,DL,1069,37,29,10,WSW,20
2019-11-15 02:53:00,B6,740,37,29,10,WSW,19
2019-11-15 03:03:00,B6,944,37,29,10,WSW,20
2019-11-15 05:25:00,DL,1990,37,29,10,WSW,18
2019-11-15 03:17:00,AA,1089,35,31,10,WSW,22
2019-11-15 02:12:00,AA,541,35,31,10,WSW,14
2019-11-15 01:31:00,9E,264,35,31,10,WSW,12
2019-11-15 03:00:00,B6,1028,35,31,10,WSW,16
2019-11-15 06:05:00,B6,2446,35,31,10,WSW,13
2019-11-15 05:46:00,AA,2153,35,31,10,WSW,17
2019-11-15 06:21:00,B6,2475,35,31,10,WSW,10
2019-11-15 03:03:00,DL,1005,35,31,10,WSW,32
2019-11-15 01:56:00,MQ,427,35,31,10,WSW,13
2019-11-15 06:17:00,B6,2465,35,31,10,WSW,10
2019-11-15 06:44:00,B6,2586,35,31,10,WSW,16
2019-11-15 06:50:00,AS,2586,35,31,10,WSW,22
2019-11-15 01:44:00,9E,301,35,31,10,WSW,16
2019-11-15 02:21:00,MQ,589,35,31,10,WSW,25
2019-11-15 01:25:00,9E,273,35,31,10,WSW,17
2019-11-15 01:18:00,MQ,184,35,31,10,WSW,21
2019-11-15 02:36:00,DL,760,35,31,10,WSW,15
2019-11-15 06:22:00,DL,2475,35,31,10,WSW,11
2019-11-15 06:40:00,AS,2475,35,31,10,WSW,31
2019-11-15 03:15:00,DL,1029,35,31,10,WSW,20
2019-11-15 02:14:00,AA,541,35,31,10,WSW,19
2019-11-15 01:30:00,9E,209,35,31,10,WSW,26
2019-11-15 01:11:00,B6,187,35,31,10,WSW,23
